Jugador,Equipo,pos1,pos2,pos3,Edad,Valor de mercado (Transfermarkt),Partidos jugados,Minutos jugados,País de nacimiento,Pasaporte,Pie,Altura,Peso,"Duelos aéreos ganados, %",Acciones de ataque exitosas/90,Goles/90,xG/90,Goles de cabeza/90,Remates/90,"Tiros a la portería, %","Goles hechos, %","Duelos atacantes ganados, %",Toques en el área de penalti/90,Faltas recibidas/90,Pases/90,xA/90,Asistencias,Desmarques/90,Jugadas claves/90,Ataque en profundidad/90,Regates/90,"Regates realizados, %"
H. Preciado,Santos Laguna,CF,,,30,3000000,14,1275,Colombia,Colombia,derecho,182,70,30.56,2.68,0.56,0.49,0.07,2.68,44.74,21.053,29.63,4.02,1.41,18.71,0.05,2,0.85,0.28,1.13,2.61,37.84
L. Suárez,Pumas UNAM,RAMF,RW,CF,29,3000000,18,1244,Argentina,"Argentina, Spain",izquierdo,169,69,46.67,3.91,0.14,0.15,0.0,2.1,37.93,6.897,43.36,1.52,2.1,33.42,0.2,1,0.36,0.58,0.94,3.26,55.56
Léo Bonatini,Atlético de San Luis,CF,,,31,3000000,27,1457,Brazil,"Brazil, Italy",derecho,185,80,42.31,1.91,0.31,0.34,0.0,1.61,42.31,19.231,34.04,3.34,0.8,19.64,0.09,2,0.19,0.31,0.56,1.48,62.5
J. Meneses,Vasco da Gama,LAMF,RAMF,LW,32,3000000,22,959,Chile,Chile,derecho,163,63,11.11,3.85,0.0,0.1,0.0,0.94,50.0,0.0,36.79,3.19,1.97,29.84,0.09,0,0.19,0.66,1.5,3.28,51.43
G. Martínez,Pumas UNAM,CF,,,30,3000000,40,2628,Mexico,Mexico,izquierdo,191,91,48.52,1.44,0.48,0.47,0.17,2.47,45.83,19.444,23.59,2.81,0.65,11.16,0.04,2,0.03,0.1,0.31,0.82,29.17
L. Rodríguez,Querétaro,CF,RCMF,RW,28,3000000,30,2306,Argentina,Argentina,derecho,169,68,25.0,2.93,0.08,0.14,0.08,1.29,45.45,6.061,45.22,1.13,1.64,22.79,0.04,3,0.27,0.2,0.59,3.4,57.47
Vitinho,Club Tijuana,RW,CF,AMF,24,3000000,30,2347,Brazil,Brazil,izquierdo,169,62,8.7,3.83,0.27,0.22,0.04,2.76,45.83,9.722,38.43,2.53,0.96,25.31,0.06,3,0.27,0.23,0.77,4.03,55.24
D. Valoyes,Juárez,RW,RAMF,,28,3000000,15,817,Colombia,Colombia,derecho,181,76,33.33,5.07,0.11,0.23,0.0,2.2,25.0,5.0,33.81,3.75,1.43,21.37,0.13,1,0.33,0.66,0.55,5.73,55.77
J. Torres,Juárez,RW,CF,AMF,25,3000000,31,2759,Mexico,Mexico,derecho,168,71,39.29,4.31,0.1,0.13,0.0,1.6,40.82,6.122,37.85,2.22,1.6,25.77,0.07,2,0.2,0.33,0.62,5.02,55.19
J. Cádiz,Pachuca,CF,,,30,3000000,45,2979,Venezuela,Venezuela,derecho,191,85,51.78,2.15,0.36,0.41,0.06,2.96,43.88,12.245,28.73,3.63,1.39,11.96,0.05,3,0.12,0.21,0.45,1.27,57.14
N. Benedetti,Mazatlán,RW,CF,AMF,28,3000000,22,1724,Colombia,Colombia,derecho,177,76,25.81,4.28,0.21,0.12,0.0,1.46,35.71,14.286,37.25,2.09,2.04,28.24,0.23,3,0.47,0.52,0.78,4.96,51.58
João Pedro,Atlético de San Luis,CF,,,33,3000000,38,2638,Brazil,"Brazil, Italy",derecho,184,73,25.57,1.23,0.27,0.22,0.03,1.09,50.0,25.0,24.52,2.46,1.16,12.08,0.07,2,0.07,0.27,0.51,1.54,40.0
G. Fernández,Cruz Azul,CF,,,31,2800000,29,1276,Uruguay,Uruguay,derecho,186,88,36.36,3.46,0.49,0.45,0.14,2.82,30.0,17.5,39.31,4.23,2.12,14.81,0.08,2,0.07,0.42,0.92,3.95,58.93
I. Pussetto,Independiente,CF,AMF,RCMF,29,2700000,41,2434,Argentina,"Argentina, Italy",derecho,180,74,39.2,1.89,0.33,0.28,0.07,2.66,36.11,12.5,29.21,2.7,1.41,25.37,0.03,1,0.33,0.15,0.44,1.26,50.0
Borja Bastón,,CF,,,32,2500000,18,557,Spain,Spain,derecho,186,82,50.0,0.65,0.0,0.4,0.0,2.1,15.38,0.0,13.64,3.39,0.97,12.44,0.01,0,0.0,0.0,0.65,0.65,25.0
E. Reynoso,Talleres Córdoba,AMF,CF,,29,2500000,38,2116,Argentina,Argentina,izquierdo,176,68,29.31,5.49,0.17,0.1,0.0,1.45,47.06,11.765,40.0,2.13,2.0,44.23,0.19,2,0.68,0.68,1.74,5.74,58.52
J. Colmán,Querétaro,LW,AMF,CF,27,2500000,28,1517,Paraguay,Paraguay,derecho,170,73,18.18,3.86,0.12,0.22,0.0,2.79,23.4,4.255,36.97,1.25,0.47,26.1,0.1,4,0.24,0.24,1.13,4.69,43.04
C. González,Newell's Old Boys,CF,,,32,2500000,28,2076,Paraguay,Paraguay,derecho,183,80,45.2,1.34,0.13,0.26,0.04,1.52,45.71,8.571,21.1,3.29,1.39,14.18,0.05,1,0.0,0.3,0.78,1.34,41.94
J. Domínguez,Toluca,RW,RAMF,,26,2500000,39,2061,Mexico,Mexico,derecho,175,73,16.67,2.84,0.04,0.07,0.0,0.83,47.37,5.263,41.08,3.06,1.0,31.0,0.19,4,0.13,0.79,1.31,3.49,53.75
J. Angulo,Toluca,AMF,CF,RW,28,2500000,43,2910,Mexico,Mexico,izquierdo,172,65,28.57,2.72,0.4,0.21,0.0,1.92,50.0,20.968,36.05,2.26,0.96,37.05,0.15,8,0.31,0.59,1.39,2.04,57.58
R. Fulgencio,Juárez,CF,LAMF,RAMF,25,2500000,27,1664,Mexico,Mexico,derecho,176,60,25.0,2.65,0.0,0.05,0.0,1.03,21.05,0.0,33.33,0.97,0.32,31.32,0.2,4,0.16,0.43,0.59,2.81,53.85
G. del Prete,Atlas,CF,RCMF,AMF,29,2500000,18,854,Argentina,Argentina,izquierdo,175,78,11.76,2.0,0.11,0.15,0.11,1.37,15.38,7.692,41.18,0.95,2.63,21.6,0.12,1,0.32,0.42,0.84,3.16,43.33
J. Murillo,América de Cali,RAMF,RW,,29,2500000,33,2115,Venezuela,Venezuela,derecho,170,70,33.33,2.26,0.13,0.12,0.0,0.72,23.53,17.647,53.15,1.7,1.45,21.96,0.07,1,0.04,0.34,0.85,2.55,61.67
R. Sordo,Santos Laguna,LAMF,LW,RAMF,25,2500000,31,2491,Argentina,Argentina,derecho,174,68,26.09,4.26,0.18,0.17,0.0,1.95,42.59,9.259,48.9,1.45,2.24,24.82,0.12,3,0.04,0.22,0.51,3.87,61.68
R. Aguirre,América,CF,,,30,2300000,43,2303,Uruguay,Uruguay,izquierdo,184,82,40.74,2.42,0.55,0.47,0.12,2.58,51.52,21.212,26.92,3.28,1.06,12.62,0.05,1,0.23,0.16,0.66,1.91,44.9
A. Loba,,CF,,,26,2200000,10,514,Côte d'Ivoire,Côte d'Ivoire,derecho,180,75,23.53,1.58,0.0,0.15,0.0,0.7,50.0,0.0,23.88,2.63,1.58,13.13,0.02,0,0.18,0.18,0.7,2.28,46.15
D. Hernández,Everton,LW,RW,RAMF,24,2000000,38,2040,Uruguay,Uruguay,izquierdo,175,67,35.0,3.04,0.13,0.07,0.0,1.59,27.78,8.333,39.74,1.28,1.5,27.57,0.17,5,0.22,0.53,1.15,3.88,45.45
E. Rigoni,León,CF,LAMF,LW,32,2000000,14,627,Argentina,"Argentina, Italy",derecho,180,74,27.27,3.44,0.14,0.15,0.0,1.44,30.0,10.0,27.27,2.87,0.14,26.7,0.11,1,0.0,0.29,1.0,3.88,48.15
L. Amarilla,Cerro Porteño,CF,,,29,2000000,23,1489,Paraguay,Paraguay,derecho,182,74,38.38,0.91,0.18,0.19,0.06,1.63,22.22,11.111,24.51,2.54,0.85,23.15,0.02,1,0.24,0.12,0.48,1.15,31.58
I. Moreno,León,RW,RCMF,RB,27,2000000,28,1866,Mexico,Mexico,derecho,168,65,35.0,2.46,0.14,0.12,0.0,0.96,45.0,15.0,36.49,2.36,1.06,25.51,0.09,3,0.24,0.48,0.58,2.41,52.0
R. Funes Mori,,CF,,,34,2000000,37,1679,Argentina,"Argentina, Mexico",derecho,186,79,37.5,0.96,0.16,0.23,0.11,1.66,19.35,9.677,16.43,2.25,0.32,17.37,0.04,2,0.16,0.21,0.48,1.29,41.67
D. Blanco,Club Tijuana,LW,,,30,2000000,25,1465,Argentina,Argentina,derecho,167,67,13.64,4.3,0.06,0.13,0.0,1.9,32.26,3.226,36.57,3.13,1.47,23.41,0.07,1,0.12,0.31,1.04,5.28,53.49
J. Rodríguez,Juárez,RW,LW,RAMF,27,2000000,42,3497,Panama,Panama,izquierdo,180,69,52.86,4.76,0.08,0.09,0.03,1.39,37.04,5.556,42.12,1.31,1.54,28.49,0.14,5,0.1,0.44,0.54,5.58,52.07
E. Aguirre,Atlas,CF,,,26,2000000,33,2624,Mexico,Mexico,derecho,176,75,34.78,1.54,0.21,0.21,0.07,1.58,45.65,13.043,34.52,2.16,1.92,14.68,0.07,3,0.17,0.27,0.75,1.58,39.13
R. Monreal,Necaxa,CF,RW,LW,24,2000000,34,1498,Mexico,Mexico,derecho,182,82,30.95,2.94,0.12,0.16,0.0,1.74,31.03,6.897,32.24,2.52,1.74,21.39,0.15,2,0.12,0.48,0.9,4.27,50.7
A. Pulido,Guadalajara,CF,AMF,,34,2000000,25,1551,Mexico,Mexico,derecho,177,76,29.85,2.15,0.29,0.26,0.0,1.8,48.39,16.129,25.9,3.37,0.93,26.75,0.07,1,0.29,0.46,1.1,1.33,60.87
S. Salles-Lamonge,Atlético de San Luis U23,AMF,CF,LW,29,2000000,38,3046,France,France,derecho,170,67,20.0,2.75,0.35,0.2,0.03,1.71,46.55,20.69,37.09,1.24,1.33,46.18,0.17,3,0.5,0.41,1.0,2.1,56.34
Aitor García,,LW,CF,LAMF,31,1800000,22,1278,Spain,Spain,derecho,173,69,23.08,5.0,0.0,0.18,0.0,3.31,36.17,0.0,45.87,3.31,0.56,23.87,0.12,2,0.14,0.35,0.49,4.86,57.97
K. Velasco,Athletico Paranaense,RW,RAMF,RWF,28,1800000,24,1338,Colombia,Colombia,izquierdo,172,65,11.76,5.04,0.07,0.14,0.0,2.02,20.0,3.333,44.74,2.35,1.75,28.25,0.18,2,0.34,0.61,0.61,5.18,57.14
M. Klimowicz,Atlético de San Luis,CF,AMF,LWF,25,1800000,21,955,Argentina,"Argentina, Germany",derecho,181,75,20.0,2.73,0.09,0.21,0.0,1.6,47.06,5.882,36.73,1.98,1.23,24.5,0.08,3,0.38,0.28,0.19,2.54,55.56
E. Gómez,Puebla,CF,,,23,1600000,30,2461,Uruguay,Uruguay,derecho,176,70,25.58,3.33,0.22,0.26,0.04,2.19,40.0,10.0,35.65,2.85,1.46,16.57,0.07,2,0.15,0.18,0.8,4.94,45.19
M. Castro,Juárez,RW,RAMF,RWF,28,1500000,16,861,Uruguay,Uruguay,derecho,175,73,20.51,3.66,0.21,0.22,0.21,1.78,23.53,11.765,51.72,3.45,1.36,26.45,0.18,3,0.21,0.42,0.94,2.51,70.83
B. Garnica,Puebla,RAMF,RW,RB,29,1500000,23,1404,Mexico,Mexico,derecho,167,56,20.0,2.95,0.0,0.03,0.0,0.26,50.0,0.0,45.38,1.47,1.6,29.55,0.07,0,0.13,0.38,0.77,3.59,48.21
J. Alvarado,Monterrey,CF,LW,,25,1500000,33,1403,Mexico,Mexico,derecho,175,70,25.32,1.15,0.19,0.16,0.13,1.92,23.33,10.0,27.91,2.37,0.45,12.32,0.03,2,0.0,0.26,0.32,1.35,47.62
R. Morales,Toluca,CF,,,26,1500000,25,1073,Paraguay,Paraguay,derecho,175,70,28.33,2.43,0.42,0.43,0.0,2.35,53.57,17.857,30.14,3.61,1.51,14.09,0.12,1,0.0,0.67,0.75,1.68,45.0
R. Pizarro,Juárez,LW,CF,RW,31,1500000,26,1884,Mexico,Mexico,derecho,178,66,24.44,2.48,0.05,0.04,0.05,0.67,28.57,7.143,33.44,1.96,1.82,30.43,0.12,0,0.14,0.53,0.81,3.11,49.23
E. López,Pachuca,AMF,RAMF,RW,30,1500000,19,608,Mexico,Mexico,izquierdo,167,74,0.0,2.52,0.15,0.16,0.0,1.63,36.36,9.091,44.68,1.92,2.22,41.45,0.37,3,1.04,1.18,2.52,1.78,58.33
U. Đurđević,Atlas,CF,,,31,1500000,31,2257,Serbia,"Serbia, Montenegro",derecho,182,80,27.91,2.07,0.56,0.32,0.04,2.55,35.94,21.875,26.53,3.07,1.56,12.88,0.06,2,0.08,0.32,0.84,1.48,54.05
T. Badaloni,Necaxa,CF,,,25,1500000,34,1288,Argentina,"Argentina, Italy",izquierdo,186,80,49.57,1.68,0.35,0.44,0.14,2.8,42.5,12.5,23.76,3.98,0.56,11.67,0.03,0,0.0,0.07,0.35,1.12,43.75
D. Medina,Santos Laguna,RB,RAMF,RWF,24,1500000,10,654,Mexico,Mexico,derecho,176,70,50.0,4.4,0.0,0.08,0.0,0.96,57.14,0.0,42.86,1.93,1.38,31.51,0.04,0,0.14,0.0,0.28,6.06,50.0
E. López,Tigres UANL,CF,AMF,,26,1500000,25,828,Mexico,Mexico,izquierdo,180,68,39.29,1.96,0.22,0.26,0.11,1.63,60.0,13.333,38.64,3.59,0.98,21.96,0.09,1,0.11,0.33,1.2,1.41,46.15
R. Marín,Puebla,CF,,,27,1500000,29,2020,Mexico,Mexico,izquierdo,180,79,35.0,1.47,0.36,0.42,0.04,2.27,49.02,15.686,24.66,3.7,1.02,12.43,0.07,2,0.18,0.22,0.89,1.02,26.09
L. Cabral,Independiente,AMF,CF,LCMF,30,1200000,43,3012,Argentina,"Argentina, Chile",derecho,170,70,19.35,2.11,0.09,0.11,0.0,1.3,23.26,6.977,39.29,1.6,1.69,45.35,0.16,4,0.6,0.42,1.87,2.14,57.75
M. García,Atlas,CF,AMF,LW,28,1200000,18,633,Argentina,"Argentina, Italy",izquierdo,172,65,33.33,1.71,0.0,0.12,0.0,0.71,40.0,0.0,43.64,0.71,1.14,31.56,0.02,0,0.0,0.0,0.28,1.99,64.29
E. Ayón,León,CF,,,24,1200000,16,744,Mexico,Mexico,izquierdo,180,77,23.33,1.45,0.12,0.2,0.0,1.21,60.0,10.0,17.02,2.18,1.09,10.52,0.0,0,0.0,0.12,0.12,2.42,30.0
J. Zúñiga,América,CF,LAMF,LWB,31,1200000,35,2711,Colombia,Colombia,derecho,177,80,36.84,2.49,0.63,0.5,0.03,2.06,51.61,30.645,27.81,3.78,1.03,17.43,0.09,1,0.0,0.33,0.76,2.19,51.52
P. Pérez,Necaxa,LWF,LW,AMF,27,1200000,27,1372,Mexico,Mexico,derecho,168,67,27.27,4.99,0.39,0.22,0.07,1.9,41.38,20.69,44.1,1.71,1.25,31.09,0.1,1,0.07,0.26,0.79,5.9,61.11
A. Gutiérrez,América,LCMF,LW,,25,1200000,45,2796,Mexico,Mexico,izquierdo,175,77,36.36,1.09,0.1,0.06,0.0,0.84,34.62,11.538,33.82,1.48,0.84,32.16,0.16,7,0.13,0.42,1.13,0.8,44.0
B. Barticciotto,Santos Laguna,CF,AMF,LWF,24,1200000,28,1605,Chile,"Chile, Argentina",derecho,177,72,24.71,2.24,0.5,0.26,0.11,2.41,32.56,20.93,23.27,3.53,0.56,22.15,0.04,0,0.17,0.28,0.67,2.58,36.96
A. Lozano,Santos Laguna,CF,,,32,1200000,36,2322,Honduras,"Honduras, Spain",derecho,183,74,40.85,1.63,0.27,0.38,0.04,1.98,37.25,13.725,29.28,2.4,1.28,11.67,0.06,2,0.19,0.08,0.5,1.71,45.45
C. Dájome,Santos Laguna,RAMF,RW,RB,31,1200000,26,1528,Colombia,Colombia,derecho,172,69,22.73,2.12,0.12,0.12,0.0,1.06,27.78,11.111,43.57,2.47,1.71,21.5,0.17,1,0.06,0.53,1.12,2.53,55.81
F. Boli,Atlético de San Luis,CF,,,31,1000000,19,1247,Côte d'Ivoire,Côte d'Ivoire,derecho,180,77,32.35,2.53,0.51,0.62,0.07,3.03,40.48,16.667,27.98,3.25,1.88,10.25,0.0,2,0.0,0.14,0.29,3.03,42.86
F. Waller,Puebla,LCMF,LW,,28,1000000,27,1771,Uruguay,Uruguay,izquierdo,174,70,21.88,1.68,0.1,0.11,0.0,1.37,29.63,7.407,40.0,0.97,1.98,32.47,0.11,0,0.15,0.15,0.3,1.27,52.0
S. Mendoza,León,LAMF,RW,LW,32,1000000,28,2624,Colombia,Colombia,izquierdo,172,70,22.22,3.6,0.31,0.22,0.07,2.26,39.39,13.636,40.0,3.19,1.17,25.55,0.13,2,0.07,0.62,1.03,3.19,59.14
S. Rondón,Real Oviedo,CF,,,35,1000000,50,4676,Venezuela,Venezuela,derecho,189,90,41.56,1.92,0.37,0.41,0.08,2.64,43.07,13.869,26.27,3.12,0.89,16.3,0.06,4,0.17,0.33,0.92,1.73,38.89
Y. Bárcenas,Mazatlán,LW,LB,,31,1000000,28,2703,Panama,Panama,derecho,175,72,37.25,3.26,0.07,0.14,0.0,1.56,36.17,4.255,37.54,1.56,1.0,34.26,0.15,2,0.2,0.27,1.1,3.53,50.94
C. Cisneros,León,LAMF,LW,LB,31,1000000,18,617,Mexico,Mexico,derecho,175,73,36.36,4.38,0.0,0.18,0.0,1.75,41.67,0.0,42.68,2.04,1.9,22.03,0.18,0,0.15,0.29,1.02,3.79,73.08
Ricardinho,Juárez,RWF,RW,LWF,26,1000000,30,1613,Portugal,Portugal,derecho,168,73,9.38,2.62,0.39,0.25,0.06,1.62,44.83,24.138,36.62,2.4,1.34,21.48,0.07,1,0.45,0.39,0.73,2.96,41.51
J. Julio,Querétaro,LWF,LW,LWB,27,1000000,22,1419,Ecuador,Ecuador,derecho,168,65,23.81,3.62,0.13,0.17,0.0,0.89,42.86,14.286,36.07,3.3,1.9,25.75,0.09,4,0.32,0.44,1.21,4.25,46.27
K. Castañeda,Club Tijuana,CF,AMF,,25,1000000,35,2689,Mexico,Mexico,derecho,170,71,41.38,2.58,0.27,0.17,0.03,2.81,35.71,9.524,37.11,1.57,1.07,50.51,0.09,5,0.4,0.47,1.27,2.01,51.67
Á. Zaldívar,Juárez,CF,,,31,1000000,29,1510,Mexico,Mexico,izquierdo,178,72,29.11,1.19,0.42,0.33,0.06,1.61,59.26,25.926,13.76,2.8,0.54,12.1,0.04,0,0.06,0.12,0.3,0.72,16.67
D. Villalpando,Juárez,CF,AMF,,33,1000000,34,2244,Mexico,Mexico,derecho,172,69,46.15,1.6,0.12,0.1,0.04,1.68,28.57,7.143,39.1,1.16,0.92,37.62,0.05,1,0.28,0.24,0.84,1.36,50.0
Madson,Juárez,RAMF,RW,LW,25,1000000,36,2529,Brazil,Brazil,izquierdo,164,54,38.81,4.16,0.18,0.11,0.04,1.71,45.83,10.417,49.19,2.63,2.74,24.59,0.11,3,0.07,0.36,0.82,4.73,60.15
L. Quiñónes,Pachuca,CF,RAMF,,34,1000000,24,1812,Colombia,Colombia,izquierdo,178,65,20.0,2.98,0.25,0.23,0.1,1.44,37.93,17.241,38.03,1.99,2.33,32.93,0.05,1,0.5,0.2,0.99,3.53,47.89
J. Carrillo,Santos Laguna,RAMF,AMF,RW,23,1000000,28,1657,Mexico,Mexico,derecho,168,62,34.78,3.75,0.0,0.07,0.0,1.25,34.78,0.0,48.68,1.25,4.02,37.04,0.11,0,0.0,0.22,0.43,4.29,60.76
E. Guerra,Puebla,RB,RW,,24,1000000,24,1377,Colombia,Colombia,derecho,172,65,26.32,3.27,0.13,0.12,0.0,1.44,27.27,9.091,32.34,2.35,1.37,25.42,0.13,2,0.13,0.46,1.11,5.56,34.12
F. Gil,Atlético Bucaramanga,RAMF,RW,,30,900000,29,1250,Colombia,Colombia,derecho,178,75,23.81,5.09,0.0,0.18,0.0,1.75,34.78,0.0,45.27,3.34,2.43,23.24,0.15,0,0.23,0.84,1.37,4.33,57.89
D. Álvarez,Tepatitlán de Morelos,RW,LAMF,LW,30,800000,24,1307,Mexico,Mexico,derecho,177,80,47.37,5.58,0.07,0.16,0.0,1.45,33.33,4.762,50.9,2.48,1.24,21.97,0.12,1,0.14,0.62,0.34,5.92,65.12
R. de la Rosa,Monterrey,CF,,,25,800000,40,1502,Mexico,Mexico,derecho,179,80,30.61,2.04,0.18,0.29,0.0,2.58,37.21,6.977,27.68,3.3,0.66,17.98,0.1,3,0.24,0.42,0.96,1.32,54.55
D. López,Querétaro,CF,,,25,800000,16,1273,Mexico,Mexico,derecho,180,66,37.5,2.12,0.42,0.33,0.0,2.33,33.33,18.182,33.64,2.33,1.34,12.51,0.1,2,0.07,0.28,0.42,1.84,61.54
Chicharito,Guadalajara,CF,,,37,800000,18,956,Mexico,Mexico,derecho,175,73,37.5,1.22,0.19,0.34,0.0,1.51,43.75,12.5,26.09,2.35,0.66,11.11,0.03,0,0.0,0.0,0.28,0.94,60.0
S. Muñóz,Sporting KC,CF,LAMF,AMF,22,800000,36,1596,United States,"United States, Mexico",derecho,177,65,25.71,1.69,0.23,0.32,0.0,1.92,29.41,11.765,39.72,2.31,3.1,20.47,0.07,1,0.11,0.23,0.79,2.48,43.18
B. Rubio,Herediano,CF,,,28,800000,24,1549,Mexico,Mexico,derecho,186,82,35.29,1.86,0.17,0.28,0.12,2.21,36.84,7.895,33.71,3.43,1.74,19.35,0.05,1,0.06,0.06,0.41,1.92,54.55
J. Ocejo,Santos Laguna,CF,,,27,800000,37,2834,Mexico,Mexico,derecho,180,71,38.32,2.89,0.79,0.55,0.06,2.92,50.0,27.174,27.07,3.49,1.52,17.24,0.05,4,0.25,0.29,0.73,2.38,50.67
A. Sepúlveda,Cruz Azul,CF,,,34,800000,51,3287,Mexico,Mexico,derecho,182,76,44.44,1.86,0.68,0.51,0.14,2.82,50.49,24.272,20.38,4.68,1.04,14.05,0.12,4,0.05,0.33,0.96,0.49,33.33
R. Cisneros,Querétaro,CF,,,28,800000,19,908,Mexico,Mexico,derecho,180,79,30.51,0.99,0.2,0.19,0.1,1.78,38.89,11.111,22.95,2.38,0.79,11.89,0.01,0,0.1,0.1,0.3,0.59,33.33
A. Medina,Querétaro,CF,RW,RAMF,27,800000,21,869,Mexico,Mexico,derecho,182,75,32.26,2.49,0.0,0.15,0.0,0.72,14.29,0.0,32.48,1.35,1.55,24.55,0.08,1,0.1,0.21,0.21,3.11,50.0
B. Galdames,Atlético de San Luis,CF,LW,RB,24,800000,24,689,Mexico,"Mexico, Chile",derecho,172,66,33.33,4.18,0.13,0.1,0.13,1.18,44.44,11.111,29.23,1.7,3.27,37.88,0.11,1,0.0,0.39,0.52,5.62,37.21
A. Gignac,Tigres UANL,CF,,,39,800000,22,1330,France,"France, Mexico",derecho,187,84,33.96,2.71,0.34,0.57,0.14,4.2,35.48,8.065,26.23,4.4,0.27,15.9,0.02,1,0.0,0.2,0.41,1.56,47.83
A. Ávila,,CF,,,21,750000,22,506,Mexico,Mexico,derecho,178,73,14.29,0.89,0.36,0.25,0.0,1.42,25.0,25.0,26.47,1.6,0.71,16.9,0.09,1,0.0,0.18,0.53,1.25,42.86
Fábio Gomes,,CF,,,28,750000,40,2946,Brazil,Brazil,derecho,193,84,40.4,2.26,0.67,0.53,0.15,2.44,53.75,27.5,22.51,4.06,0.52,12.77,0.1,7,0.09,0.4,0.89,2.44,31.25
S. Ormeño,Qingdao Hainiu,CF,,,31,700000,16,839,Mexico,"Mexico, Peru",izquierdo,187,84,24.64,1.29,0.21,0.3,0.0,1.29,33.33,16.667,34.62,2.57,0.86,15.34,0.02,1,0.21,0.32,0.43,1.39,53.85
A. Escoboza,Tampico Madero,LW,RW,LWB,32,700000,28,2354,Mexico,Mexico,izquierdo,170,69,29.41,3.33,0.11,0.12,0.04,1.34,28.57,8.571,39.86,1.49,0.99,30.32,0.16,3,0.15,0.23,0.42,2.41,53.97
Á. Mena,Orense,AMF,CF,RW,37,700000,29,2058,Ecuador,Ecuador,izquierdo,168,71,36.0,2.01,0.17,0.19,0.0,1.09,36.0,16.0,37.38,2.62,2.23,36.08,0.14,3,0.17,0.39,1.09,2.58,47.46
A. Preciado,Club Tijuana,CF,LW,LAMF,28,700000,26,2105,Ecuador,Ecuador,derecho,177,74,50.0,4.28,0.21,0.16,0.04,1.28,30.0,16.667,43.03,3.93,3.42,17.27,0.14,3,0.13,0.43,0.73,5.43,56.69
M. Laínez,Mazatlán,LW,LWB,LWF,29,700000,22,842,Mexico,Mexico,izquierdo,180,70,30.0,6.09,0.11,0.03,0.0,0.64,33.33,16.667,48.67,1.82,1.28,28.65,0.03,0,0.0,0.11,0.11,6.52,72.13
R. Castillo,Puebla,CF,RCMF,RW,24,700000,26,1380,Mexico,Mexico,derecho,175,77,5.26,2.67,0.07,0.09,0.0,2.09,28.13,3.125,29.05,1.37,0.98,25.43,0.14,3,0.2,0.52,0.91,3.2,40.82
S. Sosa,UCV,CF,LW,RAMF,25,650000,34,1967,Venezuela,Venezuela,izquierdo,177,76,28.0,2.65,0.18,0.18,0.05,2.29,30.0,8.0,31.61,1.83,1.28,19.72,0.11,2,0.0,0.23,0.46,2.33,47.06
P. Barrera,Querétaro,RW,RAMF,,37,600000,35,2662,Mexico,Mexico,derecho,174,69,17.65,3.31,0.17,0.11,0.0,0.95,32.14,17.857,34.4,1.18,0.85,28.6,0.16,2,0.03,0.27,0.54,3.18,47.87
R. Durán,Atlante,CF,,,27,600000,30,1748,Mexico,Mexico,derecho,182,77,36.08,3.09,0.57,0.39,0.05,2.73,49.06,20.755,29.21,4.43,0.57,16.73,0.08,1,0.05,0.21,0.98,3.4,46.97
A. Preciado,Aldosivi,LAMF,LW,LWF,31,600000,22,1027,Ecuador,"Ecuador, Spain",derecho,181,68,25.93,3.75,0.26,0.11,0.0,1.43,43.75,18.75,39.37,2.06,1.79,28.6,0.14,2,0.0,0.27,0.54,4.11,60.87
A. Herrera,Mazatlán,LW,LB,LCMF,24,600000,22,1259,Mexico,Mexico,izquierdo,173,80,20.0,1.0,0.07,0.04,0.0,0.71,30.0,10.0,34.92,0.79,0.79,25.52,0.03,0,0.29,0.14,0.29,0.79,45.45
Ó. Macías,Atlético de San Luis,RCMF,LCMF,RW,27,600000,35,3014,Mexico,Mexico,derecho,173,76,27.59,0.66,0.12,0.04,0.03,0.66,36.36,18.182,46.5,0.51,1.43,44.22,0.01,1,0.0,0.03,0.27,0.75,44.0
A. Hurtado,,LW,CF,AMF,38,600000,20,751,Colombia,"Colombia, Mexico",derecho,171,65,29.63,3.6,0.48,0.41,0.0,1.56,30.77,30.769,53.52,1.92,1.68,27.08,0.11,0,0.12,0.12,1.2,3.83,62.5
A. Organista,Puebla,LW,LAMF,,25,600000,40,3585,Mexico,Mexico,derecho,170,65,44.62,3.14,0.13,0.14,0.03,1.63,32.31,7.692,39.11,1.46,1.51,33.26,0.11,5,0.15,0.3,0.75,3.77,52.67
Edgar Méndez,Bengaluru,CF,,,35,500000,28,2143,Spain,Spain,derecho,187,78,38.81,3.49,0.38,0.33,0.04,2.77,37.88,12.121,38.29,3.78,2.18,18.31,0.09,3,0.04,0.29,0.8,2.18,65.38
D. Benedetto,Newell's Old Boys,CF,,,35,500000,21,1288,Argentina,"Argentina, Mexico",derecho,175,75,38.33,2.31,0.0,0.33,0.0,3.21,30.43,0.0,28.05,4.47,0.98,17.61,0.15,1,0.28,0.49,1.26,1.12,56.25
A. Palma,Necaxa,RW,LWB,,23,500000,25,1305,Mexico,Mexico,derecho,176,65,32.35,5.38,0.07,0.09,0.0,0.97,42.86,7.143,43.42,2.83,1.1,22.83,0.15,3,0.07,0.55,0.34,5.59,58.02
